time,1m,6m,1y,1.5y,2y,2.5y,3y,3.5y,4y,4.5y,5y,5.5y,6y,6.5y,7y,7.5y,8y,8.5y,9y,9.5y,10y,10.5y,11y,11.5y,12y,12.5y,13y,13.5y,14y,14.5y,15y,15.5y,16y,16.5y,17y,17.5y,18y,18.5y,19y,19.5y,20y,20.5y,21y,21.5y,22y,22.5y,23y,23.5y,24y,24.5y,25y
11/01/2015,0.056865176,0.06490912,0.067816435,0.067501184,0.066491484,0.065257662,0.063952931,0.062650637,0.061362481,0.060064935,0.058726908,0.057321462,0.05583517,0.054267068,0.052626519,0.050930274,0.049199852,0.047458594,0.045730195,0.044034457,0.042387883,0.040804506,0.039294039,0.037865813,0.036529688,0.035297186,0.034179793,0.033187504,0.03232975,0.031610296,0.031027631,0.030580045,0.030265784,0.030079915,0.030012116,0.030051546,0.030187826,0.030412097,0.030715814,0.031090432,0.031527404,0.032018185,0.032554229,0.033127025,0.03373025,0.034361076,0.035016986,0.035695466,0.036394,0.037110072,0.037841166
12/01/2015,0.057089615,0.064338257,0.067232892,0.067038915,0.066050233,0.064779317,0.063412457,0.062039374,0.060683618,0.059329212,0.057949873,0.056521518,0.055032261,0.05348171,0.051878972,0.050239912,0.048584495,0.046934025,0.045309697,0.043728359,0.042203261,0.040745092,0.039360131,0.038054368,0.036834606,0.035709747,0.034689036,0.033781061,0.032994047,0.032331404,0.031792123,0.031375034,0.031078926,0.030899738,0.030828652,0.0308564,0.030974008,0.031173455,0.031446912,0.03178655,0.032184542,0.032633058,0.03312427,0.033650381,0.034205581,0.034787184,0.03539278,0.036019955,0.0366663,0.037329401,0.038006849
13/01/2015,0.057370864,0.06444666,0.067374036,0.067329115,0.066485152,0.065322946,0.064025109,0.06268526,0.061334189,0.059963399,0.058553192,0.057085072,0.055551579,0.053955797,0.052309451,0.050630394,0.048939815,0.047259672,0.04561137,0.044011677,0.042473611,0.041007614,0.039619761,0.038315888,0.037102758,0.035989358,0.034985055,0.034098615,0.033338434,0.032707912,0.03220593,0.031831206,0.031582412,0.031455129,0.031439848,0.031526589,0.031705753,0.03196895,0.032308029,0.032714843,0.033181241,0.033699075,0.034260195,0.034856487,0.03548196,0.036133915,0.036809935,0.037507603,0.038224503,0.038958217,0.039706328
14/01/2015,0.057807954,0.064209842,0.067240964,0.067137123,0.066207558,0.064976011,0.063629291,0.062259462,0.060894654,0.059523781,0.058125002,0.056678259,0.055175474,0.0536195,0.05202196,0.050400598,0.048775948,0.047168744,0.045598545,0.044079699,0.04262255,0.041234978,0.039920872,0.038684351,0.037531343,0.036470442,0.035510767,0.034661102,0.033929889,0.033320494,0.03283189,0.032462899,0.032212298,0.032075792,0.032044254,0.032108134,0.032258301,0.032486897,0.032786303,0.033148901,0.033567072,0.034033198,0.034539661,0.035078881,0.03564532,0.036236476,0.036850088,0.037483897,0.038135645,0.038803072,0.03948392
15/01/2015,0.057874258,0.064125476,0.067057312,0.067016861,0.066125538,0.06490502,0.063553884,0.062169368,0.060783731,0.059388751,0.0579646,0.056492576,0.054965587,0.053387217,0.051769627,0.050130992,0.048492253,0.046874485,0.04529747,0.043775552,0.042318951,0.040935273,0.039627945,0.038400576,0.037258538,0.036209999,0.035263685,0.034428017,0.033711078,0.033115872,0.032641068,0.032285197,0.032046738,0.031921183,0.031899391,0.031971823,0.032129387,0.03236432,0.032669107,0.033036235,0.033458191,0.033927459,0.034436525,0.034977916,0.03554619,0.036138877,0.036753745,0.037388561,0.038041093,0.038709108,0.039390373
16/01/2015,0.057970777,0.063922025,0.066682372,0.066521238,0.065566263,0.06429035,0.062881137,0.061438288,0.059998134,0.058556256,0.057094722,0.055595081,0.054049276,0.052459409,0.050835946,0.049195247,0.047556361,0.045938556,0.044360047,0.042833979,0.041369692,0.039974198,0.038650845,0.037403428,0.036237962,0.035163568,0.034190088,0.033327371,0.032584937,0.031966713,0.031471919,0.031099626,0.030848849,0.03071518,0.030688988,0.030760203,0.03091926,0.031158086,0.031468884,0.031843853,0.032275194,0.032755109,0.033275797,0.033829504,0.034410618,0.035016624,0.035645246,0.036294207,0.036961231,0.037644042,0.038340365
17/01/2015,0.058017208,0.063370038,0.066093403,0.066018576,0.065175378,0.064014434,0.062713409,0.061368424,0.060014298,0.058646268,0.057246507,0.055797199,0.054291614,0.052733609,0.05113573,0.049516616,0.047897469,0.046299329,0.044741752,0.043238536,0.041799237,0.040430702,0.039135563,0.037916719,0.036779019,0.035730361,0.03477944,0.033935196,0.0332063,0.03259623,0.032104156,0.031729118,0.031470098,0.031322815,0.031278077,0.03132629,0.031458342,0.031666532,0.031943411,0.032281531,0.032673441,0.033111695,0.033588843,0.034097479,0.034632267,0.035190811,0.035770936,0.036370469,0.036987238,0.03761907,0.038263791
18/01/2015,0.05811045,0.064083435,0.06697215,0.066914698,0.066078718,0.064946719,0.063692297,0.062401308,0.06109869,0.059772106,0.058399014,0.056958941,0.055444394,0.053860013,0.052220312,0.050546862,0.048864423,0.047198003,0.04557132,0.044002108,0.042503724,0.041086204,0.039754443,0.038513006,0.037366949,0.036322373,0.035385618,0.034563029,0.033860685,0.033280292,0.032819979,0.032477768,0.032251627,0.032136608,0.032123437,0.032202488,0.032364652,0.032602291,0.032908025,0.033274475,0.033694263,0.034160009,0.034664336,0.035199908,0.035761457,0.036346608,0.036953198,0.037579068,0.038222057,0.038880005,0.039550751
19/01/2015,0.058347619,0.064318132,0.067231168,0.067185124,0.066375261,0.065260796,0.064010157,0.062711279,0.061394035,0.060050461,0.058660388,0.057204451,0.055675421,0.054077939,0.05242614,0.050740934,0.049046304,0.047366501,0.045724706,0.044138359,0.042620855,0.041182322,0.039828029,0.038563063,0.037393184,0.036325171,0.035366031,0.034522801,0.033802223,0.033206327,0.032733457,0.032381854,0.032149699,0.032032075,0.032019673,0.032102849,0.032272445,0.032520622,0.032839763,0.033222251,0.033660469,0.0341468,0.034673629,0.035233389,0.035820679,0.036432999,0.037068052,0.037723539,0.038397165,0.039086632,0.039789641
20/01/2015,0.059122222,0.063908327,0.066608147,0.066445705,0.06553992,0.064337303,0.063006528,0.06163683,0.060258318,0.058862984,0.057430649,0.055941831,0.05438889,0.052775851,0.051116075,0.049429517,0.047739106,0.04606804,0.044438446,0.042866707,0.041365209,0.039943113,0.038604842,0.037354711,0.036197874,0.035140783,0.034190238,0.033353422,0.032637335,0.032044228,0.031572686,0.031221197,0.030988184,0.030868916,0.030854246,0.030934701,0.031101269,0.031346179,0.031661864,0.032040757,0.032475291,0.0329579,0.033481016,0.034037126,0.034620875,0.035229757,0.035861465,0.036513689,0.03718412,0.03787045,0.038570369
21/01/2015,0.058983544,0.063437968,0.065816984,0.065573883,0.064539911,0.063185478,0.061702511,0.060189735,0.05868353,0.057180468,0.055664049,0.054117563,0.052535317,0.050922369,0.049292232,0.047664029,0.046058759,0.044496551,0.042995627,0.041567585,0.040219514,0.038955109,0.037773163,0.036672459,0.035653058,0.034717268,0.03386825,0.033111209,0.032451835,0.031892641,0.031433725,0.031075123,0.030816819,0.030656386,0.030588076,0.030605895,0.030703703,0.030874968,0.031113095,0.031411488,0.031763553,0.032162694,0.032602315,0.033075866,0.033578511,0.034107649,0.034660832,0.035235608,0.035829529,0.036440143,0.037065002
22/01/2015,0.058532365,0.062949878,0.065477053,0.065497812,0.064648304,0.063407661,0.061988532,0.060504595,0.059004884,0.05749447,0.05596278,0.054397742,0.052797557,0.051170284,0.049531454,0.047901314,0.046301241,0.044751205,0.043268999,0.041865382,0.040546381,0.039314389,0.03816661,0.037100149,0.036113314,0.035206833,0.03438241,0.033644232,0.032997145,0.032443462,0.031983597,0.031617917,0.031346737,0.031168196,0.031077465,0.031069501,0.031138952,0.031279652,0.031485309,0.031749629,0.032066318,0.032429081,0.032831627,0.033267702,0.033732667,0.034223947,0.034739106,0.035275705,0.035831309,0.036403477,0.036989775
23/01/2015,0.058764656,0.062797862,0.065341592,0.065364859,0.064458968,0.063139232,0.061636469,0.060069338,0.058489547,0.056903471,0.05530146,0.053671808,0.052012316,0.050330255,0.048640208,0.046961523,0.045314915,0.0437201,0.042194944,0.040750528,0.039393419,0.038126505,0.036947481,0.035853843,0.034844103,0.033919131,0.033080694,0.032332689,0.031679534,0.031123079,0.030663272,0.030300017,0.030033171,0.02986055,0.029777236,0.029778118,0.029857765,0.030009921,0.030228201,0.030506221,0.030837595,0.03121594,0.031634868,0.032088042,0.032570759,0.03308039,0.033614441,0.034170417,0.034745824,0.035338166,0.035944949
24/01/2015,0.058889506,0.063267415,0.065890076,0.06588032,0.06503911,0.063821954,0.062427524,0.060962844,0.059472536,0.057958572,0.056407893,0.05480676,0.053152613,0.05145364,0.049726409,0.047993134,0.046277697,0.044603247,0.042991032,0.041455306,0.04000585,0.03864842,0.037383308,0.036210362,0.035129943,0.034144304,0.033256373,0.032470536,0.031791403,0.031220432,0.030756853,0.030399846,0.03014853,0.029999609,0.029946688,0.029983169,0.03010237,0.030297405,0.030561355,0.030887305,0.031268337,0.031697533,0.032167977,0.032672808,0.033207082,0.033768176,0.034353604,0.034960884,0.035587532,0.036231064,0.036888997
25/01/2015,0.059059833,0.063554203,0.066132234,0.066062194,0.065236263,0.064064362,0.062714449,0.061280681,0.05980056,0.058274302,0.056690868,0.055040776,0.053326354,0.051560217,0.049762744,0.047959287,0.046176324,0.044439008,0.042770112,0.041184914,0.03969398,0.038303538,0.037014007,0.035825168,0.034736994,0.033751124,0.032869768,0.03209629,0.031434178,0.030883899,0.030443814,0.030112242,0.029887439,0.029765402,0.029739266,0.029801983,0.02994654,0.030166009,0.030453474,0.030802019,0.031204729,0.031654687,0.032144977,0.032668745,0.033221097,0.033799485,0.034401497,0.035024725,0.035666758,0.036325185,0.036997597
26/01/2015,0.059298548,0.063197624,0.065638129,0.065674654,0.064886401,0.063714365,0.062352373,0.060902512,0.059406607,0.057866557,0.056271942,0.054613213,0.052892681,0.051123407,0.049326666,0.047528974,0.04575789,0.044039197,0.042395769,0.040842283,0.039388341,0.038038818,0.036792347,0.035646782,0.034600083,0.033652107,0.03280341,0.03205612,0.031412655,0.030873099,0.030435924,0.030099575,0.029862438,0.02972094,0.029669057,0.029700612,0.029809352,0.029988835,0.030232597,0.03053417,0.030887088,0.031284885,0.031721095,0.032189309,0.03268494,0.033205551,0.033748826,0.034312449,0.034894105,0.035491479,0.036102255
27/01/2015,0.059183909,0.063337278,0.06573114,0.065793192,0.065083005,0.06399259,0.062700153,0.061303959,0.059845159,0.058326523,0.056739359,0.055076412,0.053342591,0.051553601,0.049733341,0.047911114,0.046117197,0.044379972,0.042724801,0.041168456,0.03972245,0.038393151,0.037180209,0.03608223,0.035097363,0.034224982,0.033464822,0.032817157,0.032282214,0.031857623,0.031539254,0.031322944,0.031204469,0.031177404,0.031232627,0.031360852,0.031553667,0.031804693,0.032107844,0.032457031,0.032846167,0.033269162,0.03371993,0.034192448,0.034682736,0.035189183,0.035710311,0.036244643,0.036790701,0.037347008,0.037912085
28/01/2015,0.059016021,0.063345315,0.06561311,0.06567476,0.065039789,0.06404954,0.062860563,0.061563587,0.060196206,0.058759713,0.057244726,0.055643938,0.053962727,0.052217582,0.050433227,0.048639847,0.046868674,0.045149107,0.043507589,0.041961774,0.040523992,0.039201103,0.037992912,0.036897995,0.035914189,0.035040422,0.034275979,0.033620785,0.033074753,0.032635329,0.032298318,0.032059492,0.031914561,0.031857108,0.03187814,0.031968513,0.032120006,0.032326519,0.032582246,0.032881385,0.03321813,0.033586677,0.033981221,0.034396025,0.034827329,0.035273636,0.035733577,0.036205779,0.036688872,0.037181485,0.037682247
29/01/2015,0.059086402,0.062735061,0.064872091,0.064876362,0.064212449,0.06322695,0.062074887,0.060839246,0.059550156,0.058203212,0.056785125,0.055286046,0.053709579,0.052071041,0.050394325,0.048709042,0.047046006,0.045434111,0.043899269,0.042458218,0.041122344,0.039897342,0.03878186,0.037773411,0.036868984,0.036066824,0.035365647,0.034765198,0.03426531,0.033863493,0.033555777,0.033338164,0.033206584,0.033154713,0.033173602,0.033254166,0.033388406,0.033570717,0.033795809,0.034058393,0.03435318,0.034674881,0.035018205,0.035377935,0.035750772,0.036135524,0.036531109,0.036936445,0.037350447,0.037772032,0.038200118
30/01/2015,0.058941807,0.062331745,0.063888091,0.063817554,0.063193296,0.062265506,0.061174095,0.059998802,0.058768928,0.057480251,0.056119858,0.05467824,0.053159223,0.051578316,0.049959642,0.048332963,0.046729032,0.045176372,0.043700369,0.042316995,0.041036814,0.039864705,0.038798622,0.037835525,0.036972052,0.03620611,0.03553607,0.034961352,0.034481466,0.034093718,0.033794031,0.033578303,0.03344237,0.033380143,0.033383336,0.033443544,0.033553401,0.033707775,0.033901826,0.034130711,0.034389592,0.034673627,0.034977976,0.035297863,0.035630263,0.035974046,0.036328173,0.036691606,0.037063309,0.037442243,0.037827372
31/01/2015,0.058928959,0.062812965,0.06432146,0.064167961,0.0634602,0.062456916,0.06130568,0.060086053,0.058824669,0.057513955,0.05613809,0.054685142,0.053156792,0.05156655,0.049936707,0.048295474,0.046672393,0.045095225,0.043588869,0.042169308,0.040847461,0.039628857,0.03851254,0.037496752,0.036579611,0.03576041,0.035038855,0.034415531,0.033891017,0.033463228,0.033128426,0.032882847,0.032722652,0.032641846,0.032632002,0.032684564,0.032791958,0.032948687,0.033149519,0.033389225,0.033662573,0.033964332,0.034289272,0.034632233,0.034989912,0.035360987,0.03574423,0.036138415,0.036542314,0.036954701,0.03737435
01/02/2015,0.059264702,0.064177027,0.065779472,0.065544696,0.064748666,0.063663954,0.062439666,0.061156755,0.0598419,0.058486763,0.057073589,0.055587564,0.054026903,0.052401653,0.050730873,0.049040118,0.047356944,0.045708236,0.044118854,0.042605962,0.041182402,0.039856269,0.038630041,0.037505721,0.036485496,0.035572566,0.034770384,0.034082724,0.033513069,0.033060839,0.032722967,0.032496352,0.032377753,0.032360047,0.032431787,0.032581298,0.032797386,0.033071966,0.033398193,0.033769227,0.034178229,0.034618357,0.035082771,0.035564738,0.036060203,0.03656793,0.037086816,0.037615758,0.038153652,0.038699397,0.03925189
02/02/2015,0.059225794,0.06368106,0.064942471,0.064806558,0.064146389,0.063185193,0.062056299,0.06083452,0.059554497,0.058219043,0.056817348,0.055338709,0.053783521,0.052162774,0.050495629,0.048807253,0.047124504,0.045473499,0.043878335,0.042355581,0.040917639,0.03957243,0.03832264,0.037170763,0.036119879,0.035174277,0.034338536,0.033617588,0.033016043,0.03253406,0.032169121,0.03191867,0.031779999,0.031746246,0.031805992,0.031947584,0.032159825,0.032434422,0.032764228,0.033142098,0.033560886,0.034013447,0.034492634,0.034991416,0.035505529,0.036033579,0.036574306,0.037126448,0.037688745,0.038259935,0.038838759
03/02/2015,0.058841172,0.063573337,0.064796509,0.064623907,0.063913067,0.062885144,0.061682165,0.060385066,0.059033492,0.057633548,0.056176176,0.054651318,0.053059213,0.051409978,0.049721354,0.048016805,0.046321291,0.044659208,0.043053161,0.041518702,0.040067626,0.038707518,0.03744125,0.036271671,0.035202417,0.034238424,0.033384919,0.032647486,0.032031322,0.031536881,0.031161888,0.030904033,0.030760833,0.030725435,0.03078639,0.030932032,0.031151154,0.031435337,0.031777208,0.032169395,0.032604527,0.033075234,0.033574142,0.034094009,0.034630475,0.035182044,0.035747344,0.036325003,0.036913648,0.037511908,0.038118409
04/02/2015,0.058751604,0.063224375,0.064121113,0.063865451,0.063113655,0.062054771,0.060827437,0.059510993,0.058144176,0.056732523,0.055266755,0.053736928,0.052143603,0.050497282,0.048816084,0.047123706,0.045445096,0.043804302,0.042223359,0.040717033,0.039296268,0.037967748,0.036733452,0.035595375,0.034556414,0.033620945,0.032793715,0.032080022,0.031484839,0.031008598,0.03064915,0.03040432,0.030271749,0.030244631,0.030311543,0.030460853,0.030681404,0.030964895,0.031304077,0.031691702,0.032120525,0.032583298,0.033072774,0.033581837,0.034106267,0.03464468,0.035195807,0.035758384,0.036331143,0.036912818,0.037502142
05/02/2015,0.059003049,0.062812246,0.06371768,0.063277011,0.062298994,0.061045003,0.059668107,0.058247478,0.056818433,0.055382476,0.053926069,0.052434953,0.050905401,0.049343907,0.047764761,0.046187986,0.044634917,0.043125975,0.041679529,0.040306862,0.0390156,0.037809456,0.036687897,0.035650678,0.034698922,0.033835628,0.033064424,0.032390271,0.031818063,0.031348914,0.03098182,0.030715759,0.030549531,0.030477798,0.03049099,0.030579346,0.03073346,0.030946004,0.031210407,0.031520096,0.031868502,0.032249052,0.032655176,0.033080422,0.033520927,0.033975323,0.034442346,0.034920728,0.035409206,0.035906514,0.036411385
06/02/2015,0.058908802,0.063155001,0.064011535,0.063495966,0.062453644,0.061153772,0.059752285,0.058325735,0.056905388,0.055488916,0.054059798,0.052601321,0.051107661,0.049583591,0.048041911,0.04650143,0.044982532,0.043504949,0.042086459,0.040737893,0.039466534,0.038275851,0.03716523,0.036134453,0.035184794,0.034319439,0.033542253,0.032858597,0.032273795,0.03178943,0.03140502,0.031120064,0.03093388,0.03084157,0.030833987,0.030901799,0.031035988,0.031229343,0.031475298,0.031767291,0.032098757,0.032463133,0.032853855,0.033264481,0.033691138,0.034132394,0.034586915,0.035053367,0.035530415,0.036016726,0.036510965
07/02/2015,0.059173832,0.06285745,0.063606381,0.062972557,0.06173914,0.06024798,0.05868224,0.057124338,0.055607391,0.054128558,0.052669318,0.051209928,0.049740754,0.048262673,0.046784735,0.045322226,0.043892232,0.042511464,0.041194783,0.039950238,0.038782445,0.037692391,0.036677242,0.035734781,0.034864686,0.034068956,0.033350487,0.032714265,0.032165423,0.031705895,0.031335875,0.031055543,0.030864897,0.030759848,0.030732245,0.030773766,0.030876349,0.031033415,0.03123891,0.031486777,0.031770961,0.032085408,0.032424063,0.032780985,0.033152625,0.03353767,0.033934896,0.034343076,0.034760986,0.035187401,0.035621095
08/02/2015,0.059070971,0.063118757,0.063794037,0.063011248,0.061712043,0.060189531,0.058600904,0.057021663,0.055483334,0.0539839,0.052505733,0.051029816,0.049547029,0.048058593,0.046573739,0.04510786,0.043677968,0.042300514,0.040990057,0.039754156,0.038596977,0.03751893,0.036516632,0.035587329,0.034730206,0.033946867,0.03323986,0.032613928,0.032073957,0.031621793,0.031257706,0.030981951,0.030794594,0.030691629,0.030665188,0.030707245,0.030810024,0.030967082,0.031172424,0.031420055,0.031703982,0.032018208,0.032356739,0.032713706,0.033085632,0.033471192,0.033869134,0.034278211,0.034697171,0.035124766,0.035559744
09/02/2015,0.059043091,0.063178495,0.063957622,0.063294494,0.06203586,0.060511164,0.058901608,0.05729533,0.055733348,0.054216154,0.052722987,0.051230471,0.04972658,0.048211976,0.046697764,0.045201571,0.04374159,0.042334978,0.040996975,0.03973575,0.038556093,0.037458916,0.036441261,0.035500711,0.0346366,0.033850493,0.03314482,0.032523991,0.031992489,0.031551682,0.031201344,0.030941238,0.030770929,0.03068594,0.030678005,0.030738707,0.030859931,0.031035131,0.031258283,0.031523364,0.031824347,0.03215521,0.032509928,0.032882608,0.033269798,0.033670215,0.034082646,0.034505881,0.034938709,0.035379919,0.0358283
10/02/2015,0.058870141,0.063284845,0.064261552,0.063668522,0.062510503,0.061105651,0.059615887,0.058122987,0.056664442,0.055238546,0.053822922,0.052393373,0.050937933,0.049458031,0.047966151,0.046481972,0.045026124,0.04361838,0.042276481,0.041010574,0.039827205,0.038728432,0.037711884,0.036775365,0.035917943,0.035140631,0.034445236,0.033835401,0.033314819,0.032884279,0.032543105,0.032290611,0.032125915,0.032044233,0.032037169,0.032096195,0.032213119,0.03238152,0.032595551,0.032849367,0.033137121,0.033452967,0.033791059,0.034145683,0.03451355,0.034893487,0.035284392,0.035685162,0.036094696,0.036511893,0.036935649
11/02/2015,0.058896907,0.062791851,0.063661919,0.063168481,0.062094129,0.060746837,0.059300994,0.057842694,0.056412083,0.055008583,0.053610244,0.052193006,0.050745058,0.049268039,0.04777466,0.046284915,0.044819837,0.043399658,0.04204254,0.04075908,0.039556333,0.038436841,0.03739875,0.036440348,0.035561126,0.034762465,0.034046507,0.033417129,0.032878214,0.032430648,0.03207383,0.031807149,0.031629792,0.031537061,0.031520711,0.031572366,0.031683964,0.031849037,0.032061627,0.032315778,0.032605533,0.032924935,0.033268027,0.03362899,0.034004442,0.034393103,0.034793764,0.035205211,0.035626233,0.03605562,0.03649216
12/02/2015,0.059048068,0.062813048,0.063771984,0.063346741,0.062364993,0.06109916,0.059710894,0.058286864,0.056870428,0.055464671,0.054050897,0.052607938,0.051126169,0.049608529,0.048068208,0.046525096,0.044999976,0.043512931,0.042082146,0.040718744,0.039430589,0.038221435,0.037091108,0.036039844,0.035069338,0.034183137,0.033385426,0.032681717,0.032077328,0.03157369,0.031170344,0.030866813,0.030662399,0.030552095,0.030527026,0.030578181,0.030696863,0.030875975,0.031108922,0.031389107,0.031709936,0.032064814,0.032447146,0.032850489,0.033271064,0.033707352,0.034157907,0.034621281,0.035096027,0.035580698,0.036073847
